,,model,group,stimulus,parsed_sent,sent,human_judgment,,tregex_judgment
73,225,human,coord_emb-NP,%% the symbols and the patterns carved on the surface of the clay bowl stood for.,(S (NP (DT The) (NN archaeologist)) (VP (VBD did) (RB n't) (VP (VB understand) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NNS symbols)) (CC and) (NP (NP (DT the) (NNS patterns)) (VP (VBN carved) (PP (IN on) (NP (NP (DT the) (NN surface)) (PP (IN of) (NP (DT the) (NN clay) (NN bowl)))))))) (VP (VBD stood) (PP (IN for))))))) (. .)),The archaeologist didn't understand what the symbols and the patterns carved on the surface of the clay bowl stood for.,1,,1
74,456,human,coord_emb-NP,%% the astrophysicists at the national observatory and their international collaborators have been working on.,(S (NP (PRP It)) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (JJS biggest) (NN project)) (PP (IN of) (NP (DT the) (NN nation))) (SBAR (WHNP (IN that)) (S (NP (NP (NP (DT the) (NNS astrophysicists)) (PP (IN at) (NP (DT the) (JJ national) (NN observatory)))) (CC and) (NP (PRP$ their) (JJ international) (NNS collaborators))) (VP (VBP have) (VP (VBN been) (VP (VBG working) (PP (IN on))))))))))) (. .)),It is one of the biggest project of the nation that the astrophysicists at the national observatory and their international collaborators have been working on.,1,,1
75,189,human,coord_emb-NP,%% the astrophysicists at the national observatory and their international collaborators have been working on.,(S (NP (ADJP (RB Very) (JJ important)) (NNS discoveries)) (SBAR (S (NP (NP (NP (DT the) (NNS astrophysicists)) (PP (IN at) (NP (DT the) (JJ national) (NNP observatory)))) (CC and) (NP (PRP$ their) (JJ international) (NNS collaborators))) (VP (VBP have) (VP (VBN been) (VP (VBG working) (PP (IN on))))))) (. .)),Very important discoveries the astrophysicists at the national observatory and their international collaborators have been working on.,1,,0
76,119,human,coord_emb-VP,%% studied the formation of galaxies and explored the mystery of the universe was %%.,(S (NP (NP (DT The) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VBD claimed) (S (VP (TO to) (VP (VB have) (VP (VP (VBN studied) (NP (NP (DT the) (NN formation)) (PP (IN of) (NP (NNS galaxies))))) (CC and) (VP (VBN explored) (NP (NP (DT the) (NN mystery)) (PP (IN of) (NP (DT the) (NN universe))))))))))))) (VP (VBD was) (NP (DT a) (NN fraud))) (. .)),The scientist who claimed to have studied the formation of galaxies and explored the mystery of the universe was a fraud.,1,,1
77,251,human,coord_emb-VP,%% studied the formation of galaxies and explored the mystery of the universe was %%.,(S (NP (NP (DT The) (JJ early) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VP (VBD studied) (NP (NP (DT the) (NN formation)) (PP (IN of) (NP (NNS galaxies))))) (CC and) (VP (VBD explored) (NP (NP (DT the) (NN mystery)) (PP (IN of) (NP (DT the) (NN universe))))))))) (VP (VBD was) (ADVP (RB truly)) (NP (DT a) (NN pioneer))) (. .)),The early scientist who studied the formation of galaxies and explored the mystery of the universe was truly a pioneer.,1,,1
78,387,human,coord_emb-VP,%% stimulating the domestic economy and lowering the commodity price has %%.,(S (NP (NP (PRP$ Our) (JJ new) (NN leadership)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN been) (VP (VP (VBG stimulating) (NP (DT the) (JJ domestic) (NN economy))) (CC and) (VP (VBG lowering) (NP (DT the) (NN commodity) (NN price))))))))) (VP (VBZ has) (VP (VBZ has) (ADVP (RB really)) (VP (VBN impressed) (NP (DT the) (NN country))))) (. .)),Our new leadership that has been stimulating the domestic economy and lowering the commodity price has has really impressed the country.,1,,1
79,314,human,coord_emb-VP,%% stimulating the domestic economy and lowering the commodity price has %%.,(S (PP (RB Instead) (IN of) (S (VP (VP (VBG stimulating) (NP (DT the) (JJ domestic) (NN economy))) (CC and) (VP (VBG lowering) (NP (DT the) (NN commodity) (NN price)))))) (VP (VBZ has) (VP (VBN skyrocketed) (ADVP (RB upwards)))) (. .)),Instead of stimulating the domestic economy and lowering the commodity price has skyrocketed upwards.,0,,1
80,411,human,coord_gap-NP,%% what the senator and those who supported %% steps moving forward.,"(S (S (NP (DT The) (NN law)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NN senator)) (CC and) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBD supported) (NP (DT that) (NN issue))))))) (VP (VBD wanted)))))) (, ,) (RB so) (S (VP (VB let) (S (NP (PRP 's)) (VP (VB get) (S (NP (DT those) (NNS steps)) (VP (VBG moving) (ADVP (RB forward)))))))) (. .))","The law is what the senator and those who supported that issue wanted, so let's get those steps moving forward.",1,,1
81,407,human,coord_gap-NP,%% what the senator and those who supported %% steps moving forward.,(S (NP (PRP It)) (ADVP (RB just)) (VP (VBZ shows) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NN senator)) (CC and) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBD supported) (NP (DT the) (NN bill))))))) (VP (VBD meant) (PP (IN about) (NP (NP (JJ tiny) (NNS steps)) (VP (VBG moving) (ADVP (RB forward))))))))) (. .)),It just shows what the senator and those who supported the bill meant about tiny steps moving forward.,1,,1
82,386,human,coord_gap-NP,%% what the chess player and her coach %% the competition.,(S (NP (DT This)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NN chess) (NN player)) (CC and) (NP (PRP$ her) (NN coach))) (VP (VBP learn) (PP (IN at) (NP (DT the) (NN competition))))))) (. .)),This is what the chess player and her coach learn at the competition.,1,,1
83,331,human,coord_gap-NP,%% what the chess player and her coach %% the competition.,(S (NP (DT A) (JJ new) (NN strategy)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NN chess) (NN player)) (CC and) (NP (PRP$ her) (NN coach))) (VP (VBD needed) (S (VP (TO to) (VP (VB beat) (NP (DT the) (NN competition))))))))) (. .)),A new strategy is what the chess player and her coach needed to beat the competition.,1,,1
84,184,human,coord_neither,%% neither give up too quickly simply because of the failures encountered at the initial %%.,(S (NP (PRP I)) (VP (VBP am) (VP (VBN impressed) (SBAR (IN that) (S (NP (DT neither)) (VP (VBP give) (PRT (RP up)) (ADVP (RB too) (RB quickly)) (PP (ADVP (RB simply)) (IN because) (IN of) (NP (NP (DT the) (NNS failures)) (VP (VBN encountered) (PP (IN at) (NP (NP (DT the) (JJ initial) (NN phase)) (PP (IN of) (NP (NNS trials))))))))))))) (. .)),I am impressed that neither give up too quickly simply because of the failures encountered at the initial phase of trials.,0,,0
85,517,human,coord_neither,%% neither give up too quickly simply because of the failures encountered at the initial %%.,"(S (PP (IN Between) (NP (DT the) (CD two) (NNS students))) (, ,) (NP (DT neither)) (VP (VBP give) (PRT (RP up)) (ADVP (RB too) (RB quickly)) (PP (ADVP (RB simply)) (IN because) (IN of) (NP (NP (DT the) (NNS failures)) (VP (VBN encountered) (PP (IN at) (NP (DT the) (JJ initial) (NN onset))))))) (. .))","Between the two students, neither give up too quickly simply because of the failures encountered at the initial onset.",0,,0
86,74,human,coord_neither,%% neither completely redesigned the layout of the %%.,(S (NP (DT The) (NN manager) (CC and) (NN supervisor)) (RB neither) (VP (ADVP (RB completely)) (VBD redesigned) (NP (NP (DT the) (NN layout)) (PP (IN of) (NP (DT the) (NN pool))))) (. .)),The manager and supervisor neither completely redesigned the layout of the pool.,0,,0
87,99,human,coord_neither,%% neither completely redesigned the layout of the %%.,(S (NP (PRP They)) (VP (VBD completed) (NP (DT the) (NN project)) (SBAR (IN although) (S (DT neither) (VP (ADVP (RB completely)) (VBD redesigned) (NP (NP (DT the) (NN layout)) (PP (IN of) (NP (DT the) (JJ outer) (NN courtyard)))))))) (. .)),They completed the project although neither completely redesigned the layout of the outer courtyard.,1,,0
88,268,human,gap_adjunct,%% how the %% has ever thought about.,(S (SBAR (SBAR (WHADVP (WRB How)) (S (NP (PRP he)) (VP (VBD bought) (NP (DT the) (NN boat))))) (CC and) (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NN boat)) (VP (VBD sunk))))) (VP (VBZ is) (NP (NP (DT all)) (SBAR (S (NP (PRP he)) (VP (VBZ has) (ADVP (RB ever)) (VP (VBN thought) (PP (IN about)))))))) (. .)),How he bought the boat and how the boat sunk is all he has ever thought about.,1,,1
89,516,human,gap_adjunct,%% how the %% has ever thought about.,(S (NP (DT The) (NN speaker)) (VP (VBD made) (S (NP (PRP her)) (VP (VB understand) (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NN problem)) (VP (MD could) (VP (VB be) (VP (VBN solved) (PP (IN in) (NP (NP (DT a) (NN way)) (PP (IN beyond) (SBAR (WHADVP (WRB how)) (S (NP (PRP she)) (VP (VBZ has) (ADVP (RB ever)) (VP (VBN thought) (PP (IN about))))))))))))))))) (. .)),The speaker made her understand how the problem could be solved in a way beyond how she has ever thought about.,0,,1
90,250,human,gap_adjunct,%% why those %% have considered not feasible given the resources available.,(S (NP (PRP I)) (VP (VBP see) (SBAR (WHADVP (WRB why)) (S (NP (NP (DT those) (NNS folks)) (CC and) (NP (PRP$ their) (NNS plans))) (VP (VBP have) (VP (VBN considered) (ADJP (RB not) (JJ feasible)) (PP (VBN given) (NP (NP (DT the) (NNS resources)) (ADJP (JJ available))))))))) (. .)),I see why those folks and their plans have considered not feasible given the resources available.,1,,0
91,437,human,gap_adjunct,%% why those %% have considered not feasible given the resources available.,"(S (S (NP (PRP I)) (VP (VBP do) (RB n't) (SBAR (WHADVP (WRB why)) (S (NP (DT those) (NNS politicians)) (VP (VBD voted) (PP (IN against) (NP (PRP it)))))))) (, ,) (S (NP (PRP they)) (VP (MD must) (VP (VB have) (VP (VBN considered) (ADJP (RB not) (JJ feasible)) (PP (VBN given) (NP (NP (DT the) (NNS resources)) (ADJP (JJ available)))))))) (. .))","I don't why those politicians voted against it, they must have considered not feasible given the resources available.",1,,1
92,108,human,gap_obj,%% what the %% the sculpture.,(S (NP (PRP I)) (VP (VBD knew) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN critic)) (VP (VBD thought) (PP (IN of) (NP (DT the) (NN sculpture))))))) (. .)),I knew what the critic thought of the sculpture.,1,,1
93,457,human,gap_obj,%% what the %% the sculpture.,(S (NP (PRP I)) (VP (VBD asked) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN price)) (VP (VBD was) (PP (IN of) (NP (DT the) (NN sculpture))))))) (. .)),I asked what the price was of the sculpture.,1,,1
94,477,human,gap_obj,%% what the %% the summer.,(S (NP (DT The) (NN veterinarian)) (VP (VBZ wants) (S (VP (TO to) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (DT the) (NNS animals)) (VP (VBP do) (PP (IN at) (NP (DT the) (NN summer)))))))))) (. .)),The veterinarian wants to know what the animals do at the summer.,1,,1
95,259,human,gap_obj,%% what the %% the summer.,(S (NP (DT No) (NN one)) (VP (VBZ knows) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN do)) (PP (IN with) (NP (NP (DT the) (NN winter)) (CC and) (NP (DT the) (NN summer))))))) (. .)),No one knows what the do with the winter and the summer.,0,,0
96,349,human,gap_phrasal-verb,%% why %% benefited from.,(S (NP (PRP We)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VBD got) (ADJP (JJ rid) (PP (IN of) (NP (NP (DT the) (NN program)) (SBAR (WHNP (IN that)) (S (NP (RB so) (JJ many)) (VP (VBD benefited) (PP (IN from))))))))))))) (. .)),We didn't know why they got rid of the program that so many benefited from.,1,,1
97,466,human,gap_phrasal-verb,%% why %% benefited from.,(S (NP (PRP He)) (VP (VBD asked) (SBAR (WHADVP (WRB why)) (CC and) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD benefited) (PP (IN from))))))) (. .)),He asked why and what they benefited from.,1,,1
98,183,human,gap_phrasal-verb,%% why %% complained about.,(S (NP (DT The) (NN police) (NN officer)) (VP (VBD asked) (SBAR (WHADVP (WRB why)) (S (NP (PRP she)) (VP (VP (VBD yelled)) (CC and) (VBD complained) (PP (IN about)))))) (. .)),The police officer asked why she yelled and complained about.,0,,0
99,327,human,gap_phrasal-verb,%% why %% complained about.,(SBARQ (WHNP (WP Who)) (SQ (VP (VBZ knows) (SBAR (WHADVP (WRB why)) (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT the) (JJ main) (NN thing)) (SBAR (S (NP (PRP they)) (VP (VBD complained) (PP (IN about))))))))))) (. .)),Who knows why it was the main thing they complained about.,1,,1
100,162,human,gap_subj,%% who %% bake different kinds of bread.,(S (NP (NNS Artisans)) (VP (VBP are) (NP (NP (NNS bakers)) (SBAR (WHNP (WP who)) (S (VP (VBP love) (S (VP (TO to) (VP (VB bake) (NP (NP (JJ different) (NNS kinds)) (PP (IN of) (NP (NN bread)))))))))))) (. .)),Artisans are bakers who love to bake different kinds of bread.,1,,1
101,58,human,gap_subj,%% who %% bake different kinds of bread.,(S (NP (NP (DT The) (NNS bakers)) (SBAR (WHNP (WP who)) (S (VP (VBP make) (NP (NNS pies)))))) (ADVP (RB also)) (VP (VBP bake) (NP (NP (JJ different) (NNS kinds)) (PP (IN of) (NP (NN bread))))) (. .)),The bakers who make pies also bake different kinds of bread.,1,,1
102,67,human,gap_subj,%% who %% is facing huge challenges.,(S (NP (NP (DT The) (NN worker)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (VP (VBN found) (S (ADJP (JJ guilty)))))))) (VP (VBZ is) (VP (VBG facing) (NP (JJ huge) (NNS challenges)))) (. .)),The worker who was found guilty is facing huge challenges.,1,,1
103,463,human,gap_subj,%% who %% is facing huge challenges.,(S (NP (PRP She)) (VP (VBZ knows) (SBAR (WHNP (WHNP (WP who)) (NP (RB else))) (S (VP (VBZ is) (VP (VBG facing) (NP (JJ huge) (NNS challenges))))))) (. .)),She knows who else is facing huge challenges.,1,,1
104,465,gibbscomplete,agreement_emb-subj-long,%% surprising that the recipe %% are %%.,"(S (PP (TO To) (NP (PRP me))) (, ,) (NP (NP (PRP it))) (VP (VBZ is) (RB not) (ADJP (JJ surprising)) (SBAR (IN that) (S (NP (DT the) (NN recipe) (NNS books)) (VP (VBP are) (VP (VBN distributed) (PP (IN across) (NP (DT the) (NNP USA)))))))) (. .))","To me, it is not surprising that the recipe books are distributed across the USA.",1,,1
105,114,gibbscomplete,agreement_emb-subj-long,%% surprising that the recipe %% are %%.,(S (CC But) (NP (PRP she)) (VP (VBD did) (VP (VB point) (PRT (RP out)) (SBAR (IN that) (S (NP (NP (PRP it))) (VP (VBD was) (RB not) (ADJP (JJ surprising)) (SBAR (IN that) (S (NP (DT the) (NN recipe) (NNS books)) (VP (VBP are) (VP (ADVP (RB so) (RB well)) (VBN received) (PP (IN by) (NP (NP (NNS generations)) (PP (IN of) (NP (NNS students)))))))))))))) (. .)),But she did point out that it was not surprising that the recipe books are so well received by generations of students.,1,,1
106,9,gibbscomplete,agreement_emb-subj-long,%% realize that the restaurant %% are.,(S (NP (PRP It)) (VP (MD will) (VP (VB help) (S (NP (PRP you)) (VP (VB realize) (SBAR (IN that) (S (NP (DT the) (NN restaurant)) (VP (VBZ is) (ADJP (ADJP (RB as) (JJ good)) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP are)))))))))))) (. .)),It will help you realize that the restaurant is as good as you are.,1,,0
107,408,gibbscomplete,agreement_emb-subj-long,%% realize that the restaurant %% are.,"(S (ADVP (RB Even) (RB so)) (, ,) (S (NP (PRP$ my) (NN head)) (VP (VBZ is) (VP (VBG pounding)))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP realize) (SBAR (IN that) (S (NP (DT the) (NN restaurant)) (VP (VBZ is) (RB not) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP are)))))))))))) (. .))","Even so, my head is pounding, and I realize that the restaurant is not where I think we are.",1,,0
108,210,gibbscomplete,agreement_subj-long,The houses for sale near the beautiful %% is %%.,(S (NP (NP (DT The) (NNS houses)) (PP (IN for) (NP (NN sale))) (PP (IN near) (NP (DT the) (JJ beautiful) (NN beach)))) (VP (VBP are) (VP (VBN positioned) (SBAR (RB so) (IN that) (S (NP (DT the) (NN beach)) (VP (VBZ is) (ADJP (RB easily) (JJ visible))))))) (. .)),The houses for sale near the beautiful beach are positioned so that the beach is easily visible.,1,,1
109,79,gibbscomplete,agreement_subj-long,The houses for sale near the beautiful %% is %%.,"(S (S (NP (NP (DT The) (NNS houses)) (PP (IN for) (NP (NN sale))) (PP (IN near) (NP (DT the) (JJ beautiful) (NN river)))) (ADVP (RB still)) (VP (VBP stand))) (, ,) (CC and) (S (NP (DT the) (NN site)) (VP (VBZ is) (VP (VBN divided) (PP (IN by) (NP (DT the) (NN river)))))) (. .))","The houses for sale near the beautiful river still stand, and the site is divided by the river.",1,,0
110,313,gibbscomplete,agreement_subj-long,The editor of the local newspaper %% are %%.,(S (NP (NP (DT The) (NN editor)) (PP (IN of) (NP (DT the) (JJ local) (NN newspaper)))) (VP (VBZ says) (SBAR (S (S (NP (PRP they)) (VP (VBD were) (NP (JJS best) (NNS friends)) (PP (IN at) (NP (CD one) (NN point))))) (CC and) (S (NP (PRP they)) (VP (VBP are) (PP (IN in) (NP (DT a) (NN relationship))) (ADVP (RB now))))))) (. .)),The editor of the local newspaper says they were best friends at one point and they are in a relationship now.,1,,1
111,417,gibbscomplete,agreement_subj-long,The editor of the local newspaper %% are %%.,"(S (NP (NP (NP (NP (DT The) (NN editor)) (PP (IN of) (NP (DT the) (JJ local) (NN newspaper)))) (, ,) (NP (NNP James)) (, ,)) (CC and) (NP (PRP$ his) (NN wife))) (VP (VBP are) (ADJP (VBN married))) (. .))","The editor of the local newspaper, James, and his wife are married.",1,,1
112,460,gibbscomplete,agreement_subj-with-coord,The report and %% has %%.,(S (NP (NP (DT The) (NN report)) (CC and) (NP (NP (DT the) (NNP US) (NNPS Centers)) (PP (IN for) (NP (NNP Disease) (NNP Control))))) (VP (VBZ has) (VP (VBN reported) (NP (NP (DT an) (NN increase)) (PP (IN in) (NP (NN drug) (NN use)))))) (. .)),The report and the US Centers for Disease Control has reported an increase in drug use.,0,,0
